WORD,ANS,n,ISI.started_mean,ISI.started_raw,,ISI.stopped_mean,ISI.stopped_raw,,key_resp_2.corr_mean,key_resp_2.corr_raw,,key_resp_2.corr_std,key_resp_2.keys_raw,,key_resp_2.rt_mean,key_resp_2.rt_raw,,key_resp_2.rt_std,key_resp_2.started_mean,key_resp_2.started_raw,,key_resp_2.started_std,key_resp_2.stopped_raw,,text_2.started_mean,text_2.started_raw,,text_2.started_std,text_2.stopped_mean,text_2.stopped_raw,,text_2.stopped_std,order,
cat,y,2.0,0.009215590005624108,0.01500906000728719, 0.0034221200039610267,1.009215590005624,1.0150090600072872, 1.003422120003961,1.0,1.0, 1.0,0.0,'y', 'y',0.4805130958557129,0.6047691106796265, 0.3562571108341217,0.17572452029698793,41.99860763549805,37.75840759277344, 46.238807678222656,5.99654840759612,, ,41.79866027832031,37.55830764770508, 46.03900909423828,5.996761502062798,41.99860763549805,37.75840759277344, 46.238807678222656,5.99654840759612,4.0, 9.0
dog,y,2.0,0.0039001200057100505,0.004016020000563003, 0.003784220010857098,1.00390012000571,1.004016020000563, 1.003784220010857,1.0,1.0, 1.0,0.0,'y', 'y',0.4248638153076172,0.3551926016807556, 0.49453499913215637,0.09852995414467884,42.05701446533203,39.59116744995117, 44.522857666015625,3.487231594491568,, ,41.857093811035156,39.391357421875, 44.32282638549805,3.4870751453898956,42.05701446533203,39.59116744995117, 44.522857666015625,3.487231594491568,5.0, 8.0
panda,y,2.0,0.0027087900089100003,0.002348959998926148, 0.003068620018893853,1.00270879000891,1.0023489599989261, 1.0030686200188939,1.0,1.0, 1.0,0.0,'y', 'y',0.5753259658813477,0.6916891932487488, 0.4589627981185913,0.16456241215763967,36.625431060791016,32.07698059082031, 41.17388153076172,6.432480342414847,, ,36.4256477355957,31.877059936523438, 40.97423553466797,6.4326745550927855,36.625431060791016,32.07698059082031, 41.17388153076172,6.432480342414847,1.0, 6.0
table,n,2.0,0.0029856900000595488,0.0027796599897556007, 0.003191720010363497,1.0029856900000595,1.0027796599897556, 1.0031917200103635,1.0,1.0, 1.0,0.0,'n', 'n',0.5498213171958923,0.7235637903213501, 0.3760788142681122,0.24570898292769053,40.923973083496094,34.02631378173828, 47.82163619995117,9.75476603057351,, ,40.72431945800781,33.826576232910156, 47.6220588684082,9.754879321302306,40.923973083496094,34.02631378173828, 47.82163619995117,9.75476603057351,2.0, 10.0
iphone,n,2.0,0.007944740013044793,0.012195860006613657, 0.0036936200194759294,1.0079447400130448,1.0121958600066137, 1.003693620019476,1.0,1.0, 1.0,0.0,'n', 'n',0.4866037368774414,0.529640793800354, 0.4435667097568512,0.060863568511585295,39.424598693847656,35.99241256713867, 42.856788635253906,4.853846866379682,, ,39.22494125366211,35.79269027709961, 42.65719223022461,4.853935880522988,39.424598693847656,35.99241256713867, 42.856788635253906,4.853846866379682,3.0, 7.0
bag,n,2.0,0.0084562999982154,0.012681079999310896, 0.0042315199971199036,1.0084562999982154,1.012681079999311, 1.00423151999712,0.5,1.0, 0.0,0.7071067811865476,'n', 'y',0.928002655506134,1.4515990018844604, 0.4044063091278076,0.7404770542572301,39.39121627807617,29.36138153076172, 49.421051025390625,14.184328328013025,, ,39.192138671875,29.162996292114258, 49.22127914428711,14.183347823729333,39.399383544921875,29.37771224975586, 49.421051025390625,14.172780765870872,0.0, 11.0

extraInfo
session,001
participant,alvin_local_txt1
date,2021_Oct_17_0041
expName,animal_detection_txt1
psychopyVersion,2021.2.3
frameRate,60.07644126544073
